- - - - - - - experiments/1_class/10_in_clusters.argos experiments/1_class/10_in_lines.argos experiments/1_class/3_in_clusters.argos experiments/1_class/3_in_lines.argos experiments/1_class/4_in_clusters.argos experiments/1_class/4_in_lines.argos experiments/1_class/5_in_clusters.argos experiments/1_class/5_in_lines.argos experiments/1_class/6_in_clusters.argos experiments/1_class/7_in_clusters.argos experiments/2_class/10_in_clusters.argos experiments/2_class/10_in_lines.argos experiments/2_class/3_in_clusters.argos experiments/2_class/3_in_lines.argos experiments/2_class/4_in_clusters.argos experiments/2_class/4_in_lines.argos experiments/2_class/5_in_clusters.argos experiments/2_class/5_in_lines.argos experiments/4_class/10_in_clusters.argos experiments/4_class/10_in_lines.argos experiments/4_class/12_uniform_0.05_density.argos experiments/4_class/12_uniform_0.10_density.argos experiments/4_class/12_uniform_0.20_density.argos experiments/4_class/16_uniform_0.05_density.argos experiments/4_class/16_uniform_0.10_density.argos experiments/4_class/16_uniform_0.20_density.argos experiments/4_class/20_uniform_0.05_density.argos experiments/4_class/20_uniform_0.10_density.argos experiments/4_class/20_uniform_0.20_density.argos experiments/4_class/3_in_clusters.argos experiments/4_class/3_in_lines.argos experiments/4_class/40_uniform_0.05_density.argos experiments/4_class/40_uniform_0.10_density.argos experiments/4_class/40_uniform_0.20_density.argos experiments/4_class/4_in_clusters.argos experiments/4_class/4_in_lines.argos experiments/4_class/5_in_clusters.argos experiments/4_class/5_in_lines.argos 
2610 -1.0000 -0.6667 -1.0000 0.3333 -0.6667 1.0000 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2147656840.006 1958575965.693 736956344.579 523800831.332 983813364.982 839552060.679 1155727432.386 910059319.940 657623428.901 519504949.678 77051990.228 14345807.717 8104068.830 110418434.345 59648761.148 27363825.448 170113386.119 106011645.438 69428873.435 99587816.258 23624701.306 719651098.323 453374196.599 238084409.790 153927486.317 80784230.472 199981432.214 105872848.237 
2611 -1.0000 -0.6667 -1.0000 0.3333 -0.3333 -1.0000 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2204527084.609 1800047931.355 666082020.278 506826517.629 951079373.891 788142316.826 1051631903.104 925243817.719 381221308.377 331732229.758 22003930.701 7287124.702 6480053.439 81389924.662 19343834.733 8944702.667 125194383.036 58603956.270 27265072.870 50144210.872 15466523.843 480422512.928 301209301.774 114566691.867 77961071.578 51773150.559 177645372.221 47480536.899 
2612 -1.0000 -0.6667 -1.0000 0.3333 -0.3333 -0.6667 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2204527084.609 1800047931.355 666082020.278 506826517.629 951079373.891 788142316.826 1051631903.104 925243817.719 381221308.377 331732229.758 22003930.701 7287124.702 6480053.439 81389924.662 19343834.733 8944702.667 125194383.036 58603956.270 27265072.870 50144210.872 15466523.843 480422512.928 301209301.774 114566691.867 77961071.578 51773150.559 177645372.221 47480536.899 
2613 -1.0000 -0.6667 -1.0000 0.3333 -0.3333 -0.3333 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2204527084.609 1800047931.355 666082020.278 506826517.629 951079373.891 788142316.826 1051631903.104 925243817.719 381221308.377 331732229.758 22003930.701 7287124.702 6480053.439 81389924.662 19343834.733 8944702.667 125194383.036 58603956.270 27265072.870 50144210.872 15466523.843 480422512.928 301209301.774 114566691.867 77961071.578 51773150.559 177645372.221 47480536.899 
2614 -1.0000 -0.6667 -1.0000 0.3333 -0.3333 0.0000 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2204527084.609 1800047931.355 666082020.278 506826517.629 951079373.891 788142316.826 1051631903.104 925243817.719 381221308.377 331732229.758 22003930.701 7287124.702 6480053.439 81389924.662 19343834.733 8944702.667 125194383.036 58603956.270 27265072.870 50144210.872 15466523.843 480422512.928 301209301.774 114566691.867 77961071.578 51773150.559 177645372.221 47480536.899 
2615 -1.0000 -0.6667 -1.0000 0.3333 -0.3333 0.3333 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2204527084.609 1800047931.355 666082020.278 506826517.629 951079373.891 788142316.826 1051631903.104 925243817.719 381221308.377 331732229.758 22003930.701 7287124.702 6480053.439 81389924.662 19343834.733 8944702.667 125194383.036 58603956.270 27265072.870 50144210.872 15466523.843 480422512.928 301209301.774 114566691.867 77961071.578 51773150.559 177645372.221 47480536.899 
2616 -1.0000 -0.6667 -1.0000 0.3333 -0.3333 0.6667 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2204527084.609 1800047931.355 666082020.278 506826517.629 951079373.891 788142316.826 1051631903.104 925243817.719 381221308.377 331732229.758 22003930.701 7287124.702 6480053.439 81389924.662 19343834.733 8944702.667 125194383.036 58603956.270 27265072.870 50144210.872 15466523.843 480422512.928 301209301.774 114566691.867 77961071.578 51773150.559 177645372.221 47480536.899 
2617 -1.0000 -0.6667 -1.0000 0.3333 -0.3333 1.0000 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2204527084.609 1800047931.355 666082020.278 506826517.629 951079373.891 788142316.826 1051631903.104 925243817.719 381221308.377 331732229.758 22003930.701 7287124.702 6480053.439 81389924.662 19343834.733 8944702.667 125194383.036 58603956.270 27265072.870 50144210.872 15466523.843 480422512.928 301209301.774 114566691.867 77961071.578 51773150.559 177645372.221 47480536.899 
2618 -1.0000 -0.6667 -1.0000 0.3333 0.0000 -1.0000 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 1878635069.838 1444934033.271 546816578.434 292596739.739 800894271.113 436366284.127 903402230.111 661338379.227 232348342.903 178044367.282 6421062.290 7055413.571 1917938.796 25221636.858 10524458.250 4657952.570 27130955.933 14093477.584 11393586.752 24138084.952 7661503.813 229474781.273 99083284.886 56655909.332 45722094.328 26678821.857 84655332.075 23211610.590 
2619 -1.0000 -0.6667 -1.0000 0.3333 0.0000 -0.6667 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 1878635069.838 1444934033.271 546816578.434 292596739.739 800894271.113 436366284.127 903402230.111 661338379.227 232348342.903 178044367.282 6421062.290 7055413.571 1917938.796 25221636.858 10524458.250 4657952.570 27130955.933 14093477.584 11393586.752 24138084.952 7661503.813 229474781.273 99083284.886 56655909.332 45722094.328 26678821.857 84655332.075 23211610.590 
2620 -1.0000 -0.6667 -1.0000 0.3333 0.0000 -0.3333 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 1878635069.838 1444934033.271 546816578.434 292596739.739 800894271.113 436366284.127 903402230.111 661338379.227 232348342.903 178044367.282 6421062.290 7055413.571 1917938.796 25221636.858 10524458.250 4657952.570 27130955.933 14093477.584 11393586.752 24138084.952 7661503.813 229474781.273 99083284.886 56655909.332 45722094.328 26678821.857 84655332.075 23211610.590 
2621 -1.0000 -0.6667 -1.0000 0.3333 0.0000 0.0000 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 1878635069.838 1444934033.271 546816578.434 292596739.739 800894271.113 436366284.127 903402230.111 661338379.227 232348342.903 178044367.282 6421062.290 7055413.571 1917938.796 25221636.858 10524458.250 4657952.570 27130955.933 14093477.584 11393586.752 24138084.952 7661503.813 229474781.273 99083284.886 56655909.332 45722094.328 26678821.857 84655332.075 23211610.590 
2622 -1.0000 -0.6667 -1.0000 0.3333 0.0000 0.3333 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 1878635069.838 1444934033.271 546816578.434 292596739.739 800894271.113 436366284.127 903402230.111 661338379.227 232348342.903 178044367.282 6421062.290 7055413.571 1917938.796 25221636.858 10524458.250 4657952.570 27130955.933 14093477.584 11393586.752 24138084.952 7661503.813 229474781.273 99083284.886 56655909.332 45722094.328 26678821.857 84655332.075 23211610.590 
2623 -1.0000 -0.6667 -1.0000 0.3333 0.0000 0.6667 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 1878635069.838 1444934033.271 546816578.434 292596739.739 800894271.113 436366284.127 903402230.111 661338379.227 232348342.903 178044367.282 6421062.290 7055413.571 1917938.796 25221636.858 10524458.250 4657952.570 27130955.933 14093477.584 11393586.752 24138084.952 7661503.813 229474781.273 99083284.886 56655909.332 45722094.328 26678821.857 84655332.075 23211610.590 
2624 -1.0000 -0.6667 -1.0000 0.3333 0.0000 1.0000 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 1878635069.838 1444934033.271 546816578.434 292596739.739 800894271.113 436366284.127 903402230.111 661338379.227 232348342.903 178044367.282 6421062.290 7055413.571 1917938.796 25221636.858 10524458.250 4657952.570 27130955.933 14093477.584 11393586.752 24138084.952 7661503.813 229474781.273 99083284.886 56655909.332 45722094.328 26678821.857 84655332.075 23211610.590 
2625 -1.0000 -0.6667 -1.0000 0.3333 0.3333 -1.0000 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2245655885.725 1389376170.589 228004234.844 269955602.918 584889940.062 863263174.297 841589709.788 430424262.465 653718383.011 977780207.172 82031908.274 115408136.720 83766674.400 77735085.723 -18186489.594 25166864.497 211574266.393 28329880.035 30401969.126 313494494.358 44228928.429 1157180891.622 463768750.693 696359538.301 363524290.772 277431857.583 154997244.248 210701843.931 
2626 -1.0000 -0.6667 -1.0000 0.3333 0.3333 -0.6667 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2245655885.725 1389376170.589 228004234.844 269955602.918 584889940.062 863263174.297 841589709.788 430424262.465 653718383.011 977780207.172 82031908.274 115408136.720 83766674.400 77735085.723 -18186489.594 25166864.497 211574266.393 28329880.035 30401969.126 313494494.358 44228928.429 1157180891.622 463768750.693 696359538.301 363524290.772 277431857.583 154997244.248 210701843.931 
2627 -1.0000 -0.6667 -1.0000 0.3333 0.3333 -0.3333 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2245655885.725 1389376170.589 228004234.844 269955602.918 584889940.062 863263174.297 841589709.788 430424262.465 653718383.011 977780207.172 82031908.274 115408136.720 83766674.400 77735085.723 -18186489.594 25166864.497 211574266.393 28329880.035 30401969.126 313494494.358 44228928.429 1157180891.622 463768750.693 696359538.301 363524290.772 277431857.583 154997244.248 210701843.931 
2628 -1.0000 -0.6667 -1.0000 0.3333 0.3333 0.0000 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2245655885.725 1389376170.589 228004234.844 269955602.918 584889940.062 863263174.297 841589709.788 430424262.465 663466981.330 977780207.172 82031908.274 115408136.720 83766674.400 77735085.723 -18186489.594 25166864.497 211574266.393 28329880.035 30401969.126 313494494.358 44228928.429 1157180891.622 463768750.693 696359538.301 363524290.772 277431857.583 154997244.248 210701843.931 
2629 -1.0000 -0.6667 -1.0000 0.3333 0.3333 0.3333 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2245655885.725 1389376170.589 228004234.844 269955602.918 584889940.062 863263174.297 841589709.788 430424262.465 653718383.011 977780207.172 82031908.274 115408136.720 83766674.400 77735085.723 -18186489.594 25166864.497 211574266.393 28329880.035 30401969.126 313494494.358 44228928.429 1157180891.622 463768750.693 696359538.301 363524290.772 277431857.583 154997244.248 210701843.931 
2630 -1.0000 -0.6667 -1.0000 0.3333 0.3333 0.6667 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2245655885.725 1389376170.589 228004234.844 269955602.918 584889940.062 863263174.297 841589709.788 430424262.465 653718383.011 977780207.172 82031908.274 115408136.720 83766674.400 77735085.723 -18186489.594 25166864.497 211574266.393 28329880.035 30401969.126 313494494.358 44228928.429 1157180891.622 463768750.693 696359538.301 363524290.772 277431857.583 154997244.248 210701843.931 
2631 -1.0000 -0.6667 -1.0000 0.3333 0.3333 1.0000 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2245655885.725 1389376170.589 228004234.844 269955602.918 584889940.062 863263174.297 841589709.788 430424262.465 663466981.330 977780207.172 82031908.274 115408136.720 83766674.400 77735085.723 -18186489.594 25166864.497 211574266.393 28329880.035 30401969.126 313494494.358 44228928.429 1157180891.622 463768750.693 696359538.301 363524290.772 277431857.583 154997244.248 210701843.931 
2632 -1.0000 -0.6667 -1.0000 0.3333 0.6667 -1.0000 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2216539576.905 1552999694.362 307462401.428 236221394.479 523587595.000 288784122.454 758045022.188 315592996.373 720765283.959 856066776.839 60559069.364 81060968.613 88578695.467 134962915.245 219576146.829 135167942.470 254730458.599 340297567.336 190570302.493 43974256.522 9161064.884 818552277.651 571558372.820 737490582.213 71422980.161 149888662.882 234845514.504 128493569.554 
2633 -1.0000 -0.6667 -1.0000 0.3333 0.6667 -0.6667 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2216539576.905 1552999694.362 307462401.428 236221394.479 523587595.000 288784122.454 758045022.188 315592996.373 720765283.959 856066776.839 60559069.364 81060968.613 88578695.467 134962915.245 219576146.829 135167942.470 254730458.599 340297567.336 190570302.493 43974256.522 9161064.884 818552277.651 571558372.820 737490582.213 71422980.161 149888662.882 234845514.504 128493569.554 
2634 -1.0000 -0.6667 -1.0000 0.3333 0.6667 -0.3333 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2216539576.905 1552999694.362 307462401.428 236221394.479 523587595.000 288784122.454 758045022.188 315592996.373 720765283.959 856066776.839 60559069.364 81060968.613 88578695.467 134962915.245 219576146.829 135167942.470 254730458.599 340297567.336 190570302.493 43974256.522 9161064.884 818552277.651 571558372.820 737490582.213 71422980.161 149888662.882 234845514.504 128493569.554 
2635 -1.0000 -0.6667 -1.0000 0.3333 0.6667 0.0000 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2216539576.905 1552999694.362 307462401.428 236221394.479 523587595.000 288784122.454 758045022.188 315592996.373 720765283.959 856066776.839 60559069.364 81060968.613 88578695.467 134962915.245 219576146.829 135167942.470 254730458.599 340297567.336 190570302.493 43974256.522 9161064.884 818552277.651 571558372.820 737490582.213 71422980.161 149888662.882 234845514.504 128493569.554 
2636 -1.0000 -0.6667 -1.0000 0.3333 0.6667 0.3333 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2216539576.905 1552999694.362 307462401.428 236221394.479 523587595.000 288784122.454 758045022.188 315592996.373 720765283.959 856066776.839 60559069.364 81060968.613 88578695.467 134962915.245 219576146.829 135167942.470 254730458.599 340297567.336 190570302.493 43974256.522 9161064.884 818552277.651 571558372.820 737490582.213 71422980.161 149888662.882 234845514.504 128493569.554 
2637 -1.0000 -0.6667 -1.0000 0.3333 0.6667 0.6667 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2216539576.905 1552999694.362 307462401.428 236221394.479 523587595.000 288784122.454 758045022.188 315592996.373 720765283.959 856066776.839 60559069.364 81060968.613 88578695.467 134962915.245 219576146.829 135167942.470 254730458.599 340297567.336 190570302.493 43974256.522 9161064.884 818552277.651 571558372.820 737490582.213 71422980.161 149888662.882 234845514.504 128493569.554 
2638 -1.0000 -0.6667 -1.0000 0.3333 0.6667 1.0000 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2216539576.905 1552999694.362 307462401.428 236221394.479 523587595.000 288784122.454 758045022.188 315592996.373 720765283.959 856066776.839 60559069.364 81060968.613 88578695.467 134962915.245 219576146.829 135167942.470 254730458.599 340297567.336 190570302.493 43974256.522 9161064.884 818552277.651 571558372.820 737490582.213 71422980.161 149888662.882 234845514.504 128493569.554 
2639 -1.0000 -0.6667 -1.0000 0.3333 1.0000 -1.0000 4945522192.937 4631104320.493 1725493146.596 1623671590.240 2314739193.679 2249139752.285 2797590741.975 2514786478.160 5313686948.812 3794915785.910 2467103100.973 2277509051.024 482824423.828 374142613.199 777357719.630 655122691.623 1039645253.885 796496776.448 930468101.001 844079753.100 154311914.547 40625365.255 55091705.943 110435886.914 153397232.622 36814299.424 191878049.146 242204549.937 150390749.661 21730257.761 38147270.271 1122215718.082 900261600.254 1020349082.203 148480337.037 261643874.244 194888197.356 311134771.265 
